2001,"10,581.90"
2002,"10,929.10"
2003,"11,456.50"
2004,"12,217.20"
2005,"13,039.20"
2007,"14,474.20"
2008,"14,769.90"
2009,"14,478.10"
2010,"15,049"
2012,"16,254"
2013,"16,880.70"
2014,"17,608.10"
2015,"18,295"
2016,"18,804.90"
2017,"19,612.10"
